-6.045833230018615723e-01,-2.700754106044769287e-01,1.437056660652160645e-01,7.926464825868606567e-02,-7.932430505752563477e-02,-1.231103092432022095e-01,5.311139672994613647e-02,-6.839486211538314819e-02,-1.690084859728813171e-02,1.567919924855232239e-02
-2.971934676170349121e-01,-8.118629455566406250e-01,-6.513165831565856934e-01,8.446786999702453613e-01,-5.694805979728698730e-01,5.489807724952697754e-01,-6.672049760818481445e-01,7.515812516212463379e-01,3.503063917160034180e-01,-3.453244268894195557e-01
-1.630032658576965332e-01,-1.498096734285354614e-01,-2.075412869453430176e-01,2.037682533264160156e-01,-6.989041566848754883e-01,7.480559945106506348e-01,4.396098852157592773e-02,5.407586097717285156e-01,-3.065429925918579102e-01,3.100984031334519386e-03
-4.227899387478828430e-02,-1.380038261413574219e-01,-2.381974160671234131e-01,3.671750724315643311e-01,-3.373543620109558105e-01,3.418004512786865234e-01,-2.151243686676025391e-01,3.657657802104949951e-01,-4.412647783756256104e-01,-1.823745965957641602e-01
-4.377391189336776733e-03,-5.566105991601943970e-02,-1.648107469081878662e-01,-9.244755655527114868e-02,-4.954722225666046143e-01,5.659497380256652832e-01,-1.534042060375213623e-01,-4.016256332397460938e-01,-9.674809873104095459e-02,-1.670960523188114166e-02
9.990297257900238037e-02,5.952991247177124023e-01,-2.759239375591278076e-01,6.069765090942382812e-01,1.607594639062881470e-01,-8.543243631720542908e-03,-6.679332256317138672e-01,4.556909501552581787e-01,-2.103001177310943604e-01,-1.962809562683105469e-01
1.128204166889190674e-01,3.932899609208106995e-02,2.419967204332351685e-01,5.786550231277942657e-03,4.043880701065063477e-01,-1.380782276391983032e-01,-3.399934172630310059e-01,1.170997992157936096e-01,-1.528266519308090210e-01,-1.707244068384170532e-01
-3.182514607906341553e-01,2.276385277509689331e-01,-2.832701206207275391e-01,4.070991277694702148e-01,1.830786168575286865e-01,5.723629146814346313e-04,2.053220719099044800e-01,1.284846067428588867e-01,-1.863832771778106689e-01,4.949133843183517456e-02
-1.225752681493759155e-01,-3.963352367281913757e-02,-7.314031571149826050e-02,1.450731009244918823e-01,-1.316897720098495483e-01,9.818277508020401001e-02,-6.499034166336059570e-02,1.376821398735046387e-01,-6.529270112514495850e-02,-3.645586967468261719e-02
7.312715798616409302e-02,-1.208004448562860489e-02,-1.260740309953689575e-02,1.229124963283538818e-01,-2.036126703023910522e-01,2.179211527109146118e-01,-8.053198456764221191e-02,1.334420740604400635e-01,-9.675592184066772461e-02,-1.259372383356094360e-01
-3.785178363323211670e-01,-2.536705732345581055e-01,-3.615042567253112793e-01,5.662477612495422363e-01,-3.972249925136566162e-01,3.044290244579315186e-01,-4.093391895294189453e-01,5.701485276222229004e-01,-2.418821752071380615e-01,-2.871132791042327881e-01
-5.855802297592163086e-01,-8.299331665039062500e-01,-4.899345934391021729e-01,7.433870434761047363e-02,-4.063988849520683289e-02,-5.068130493164062500e-01,-5.430731177330017090e-01,1.430183798074722290e-01,-9.391067549586296082e-03,-1.676021963357925415e-01
-2.075714468955993652e-01,1.347169429063796997e-01,-1.675139814615249634e-01,-3.728722631931304932e-01,-1.534257233142852783e-01,-3.542012274265289307e-01,3.838109076023101807e-01,5.375435948371887207e-01,-3.086684644222259521e-01,-1.482807844877243042e-01
-4.016226232051849365e-01,1.899055838584899902e-01,6.545968055725097656e-01,2.134739756584167480e-01,-7.781111001968383789e-01,-3.288745880126953125e-01,2.027945816516876221e-01,7.085086405277252197e-02,2.147303223609924316e-01,-1.926272958517074585e-01
-4.135463833808898926e-01,-5.364696383476257324e-01,-6.416277289390563965e-01,4.989111125469207764e-01,-4.111717343330383301e-01,3.822218477725982666e-01,-3.715742826461791992e-01,5.112429261207580566e-01,-1.868935525417327881e-01,-5.705167055130004883e-01
8.046542853116989136e-02,-1.884119957685470581e-01,1.628088802099227905e-01,-1.949247568845748901e-01,-3.947020173072814941e-01,-2.562738582491874695e-02,-5.239937826991081238e-02,4.330041706562042236e-01,2.912389934062957764e-01,2.504295706748962402e-01
-1.958674639463424683e-01,-3.221687972545623779e-01,-6.714289188385009766e-01,-3.732849359512329102e-01,-5.353763103485107422e-01,-5.849228501319885254e-01,5.564607381820678711e-01,-1.240999531000852585e-02,1.071604415774345398e-01,-3.767263516783714294e-02
-1.506609618663787842e-01,2.237428575754165649e-01,-6.581726018339395523e-03,2.517611682415008545e-01,9.706125408411026001e-02,-2.008029446005821228e-02,2.415867447853088379e-01,2.378162145614624023e-01,1.017442718148231506e-01,-2.050646580755710602e-02
-5.351548269391059875e-02,-1.396515220403671265e-01,-1.644566208124160767e-01,2.468233406543731689e-01,-1.959841996431350708e-01,2.348131984472274780e-01,-1.633335351943969727e-01,1.266460418701171875e-01,-1.030781269073486328e-01,-2.575205564498901367e-01
-2.078630477190017700e-01,7.935111224651336670e-02,-3.896582722663879395e-01,3.107422292232513428e-01,1.600055582821369171e-02,-2.634349092841148376e-02,6.101891398429870605e-01,2.746916711330413818e-01,-5.768428370356559753e-02,-2.522509396076202393e-01
-2.000010609626770020e-01,-1.932812780141830444e-01,-3.115881979465484619e-01,1.982473582029342651e-01,-6.372206378728151321e-03,3.282408416271209717e-01,-2.236429303884506226e-01,4.724794030189514160e-01,-4.604848921298980713e-01,-7.495637238025665283e-02
-3.400647640228271484e-01,-1.821115761995315552e-01,-1.078350618481636047e-01,3.219577372074127197e-01,-4.678182601928710938e-01,1.442450135946273804e-01,-3.453731834888458252e-01,5.599096417427062988e-01,-1.482781618833541870e-01,-4.229254424571990967e-01
-3.765034675598144531e-01,-3.894112110137939453e-01,-2.017646282911300659e-01,3.033252665773034096e-03,6.993175148963928223e-01,-2.104102075099945068e-01,-2.450212985277175903e-01,3.200268745422363281e-01,-1.111897453665733337e-01,1.004017442464828491e-01
-1.285729259252548218e-01,1.892022937536239624e-01,-1.533477902412414551e-01,2.130475044250488281e-01,-1.603847742080688477e-01,-2.450223453342914581e-02,7.851692289113998413e-02,-1.262815594673156738e-01,3.088041841983795166e-01,1.828438788652420044e-01
-7.681915760040283203e-01,-3.063038885593414307e-01,-1.216915994882583618e-01,-2.816306948661804199e-01,-1.049208119511604309e-01,-1.035279393196105957e+00,-5.483964085578918457e-01,6.334546208381652832e-01,-3.915593922138214111e-01,4.297200441360473633e-01
-1.595036983489990234e-01,-4.930004850029945374e-02,-2.053415477275848389e-01,4.423475265502929688e-01,-6.517838835716247559e-01,2.739119231700897217e-01,-4.593226611614227295e-01,4.802085757255554199e-01,-6.415143013000488281e-01,-4.130180478096008301e-01
-7.190741300582885742e-01,6.988069415092468262e-01,-7.827648520469665527e-01,-1.671290248632431030e-01,-2.044774293899536133e-01,-3.251236975193023682e-01,-5.275580883026123047e-01,-4.243063554167747498e-02,5.408317446708679199e-01,2.120079398155212402e-01
-1.923963129520416260e-01,2.819363474845886230e-01,-6.145314127206802368e-02,3.159292936325073242e-01,-3.572919666767120361e-01,6.389140486717224121e-01,-2.228056490421295166e-01,3.621551394462585449e-01,-3.218001425266265869e-01,-3.772901296615600586e-01
-2.234377562999725342e-01,-1.701380312442779541e-01,1.189715787768363953e-01,1.807858422398567200e-02,-2.778714522719383240e-03,-1.228367313742637634e-01,1.293192356824874878e-01,7.580772787332534790e-02,-8.166342973709106445e-02,4.737087339162826538e-02
-1.998855620622634888e-01,-3.697406947612762451e-01,-1.527787595987319946e-01,3.743394464254379272e-02,8.478128910064697266e-02,-3.417744040489196777e-01,-2.077769488096237183e-01,2.456443384289741516e-02,-1.838607154786586761e-02,8.305926620960235596e-02
